Compound,Assay,PoD,Activity,Business line,MoA,Code,Description,All_Inactive
SYN548022,UL59_DNAdamage_p53_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,p53-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548022,UL59_DNAdamage_p53_16h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,p53-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548022,UL60_DNAdamage_53bp1_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,53bp1 foci count in the nucleus per cell; PoD at timepoint 24h,True
SYN548022,UL60_DNAdamage_53bp1_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,53bp1 foci count in the nucleus per cell; PoD at timepoint 48h,False
SYN548022,UL61_ERstress_CHOP_16h_48h_72h_EP_1,-3.550028189,active,Disease control,Unknown,CSCR121143,CHOP-GFP protein expression in the nucleus; PoD at timepoint 16h,False
SYN548022,UL61_ERstress_CHOP_16h_48h_72h_EP_2,-3.755055247,active,Disease control,Unknown,CSCR121143,CHOP-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548022,UL61_ERstress_CHOP_16h_48h_72h_EP_3,-3.846368035,active,Disease control,Unknown,CSCR121143,CHOP-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548022,UL62_ERstress_BiP_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548022,UL62_ERstress_BiP_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 48h,True
SYN548022,UL62_ERstress_BiP_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 72h,True
SYN548022,UL63_INFstress_ICAM1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548022,UL63_INFstress_ICAM1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548022,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,-4.476773958,active,Disease control,Unknown,CSCR121143,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548022,UL64_Autophagy_LC3_3h_6h_24h_EP_3,-4.915423722,active,Disease control,Unknown,CSCR121143,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,False
SYN548022,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548022,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_2,-4.0,active,Disease control,Unknown,CSCR121143,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548022,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_3,-4.0,active,Disease control,Unknown,CSCR121143,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548022,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_1,-4.51812759,active,Disease control,Unknown,CSCR121143,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548022,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_2,-4.563837353,active,Disease control,Unknown,CSCR121143,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548022,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,-4.672845488,active,Disease control,Unknown,CSCR121143,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548022,VU_resazurin_24h,,inactive,Disease control,Unknown,CSCR121143,cytotoxicity,False
SYN548022,VU_resazurin_72h,,inactive,Disease control,Unknown,CSCR121143,cytotoxicity,False
SYN548022,VU_seahorse,,inactive,Disease control,Unknown,CSCR121143,mitotoxicity,False
